"Week","Year","Industry","Revenue","Source"
"Week 47","2021","FOREST PRODUCTS",621.90262,"Total"
"Week 47","2021","GRAIN & FERTS",1890.11647,"Total"
"Week 47","2021","INTERMODAL",1098.99337,"Total"
"Week 47","2021","METALS&MINERALS",866.319,"Total"
"Week 47","2021","PETRO&CHEMICALS",1470.69859,"Total"
"Week 47","2021","RTMs TOTAL",6824.36416,"Total"
"Week 48","2021","AUTOMOTIVE",111.44982,"Total"
"Week 48","2021","COAL",592.94149,"Total"
"Week 48","2021","FOREST PRODUCTS",630.80101,"Total"
"Week 48","2021","GRAIN & FERTS",2177.89404,"Total"
"Week 48","2021","INTERMODAL",1511.04322,"Total"
"Week 48","2021","METALS&MINERALS",946.98133,"Total"
"Week 48","2021","PETRO&CHEMICALS",1429.58888,"Total"
"Week 48","2021","RTMs TOTAL",7643.96182,"Total"
"Week 49","2021","AUTOMOTIVE",130.69684,"Total"
"Week 49","2021","COAL",776.93811,"Total"
"Week 49","2021","FOREST PRODUCTS",598.9076,"Total"
"Week 49","2021","GRAIN & FERTS",2230.03465,"Total"
"Week 49","2021","INTERMODAL",1745.30409,"Total"
"Week 49","2021","METALS&MINERALS",881.32837,"Total"
"Week 49","2021","PETRO&CHEMICALS",1627.32015,"Total"
"Week 49","2021","RTMs TOTAL",8238.60837,"Total"
"Week 50","2021","AUTOMOTIVE",118.31154,"Total"
"Week 50","2021","COAL",896.98062,"Total"
"Week 50","2021","FOREST PRODUCTS",686.84733,"Total"
"Week 50","2021","GRAIN & FERTS",2421.40442,"Total"
"Week 50","2021","INTERMODAL",1705.62295,"Total"
"Week 50","2021","METALS&MINERALS",929.72322,"Total"
"Week 50","2021","PETRO&CHEMICALS",1511.33155,"Total"
"Week 50","2021","RTMs TOTAL",8630.53495,"Total"
"Week 51","2021","AUTOMOTIVE",102.39358,"Total"
"Week 51","2021","COAL",755.62834,"Total"
"Week 51","2021","FOREST PRODUCTS",583.09345,"Total"
"Week 51","2021","GRAIN & FERTS",1978.32801,"Total"
"Week 51","2021","INTERMODAL",1491.0304,"Total"
"Week 51","2021","METALS&MINERALS",768.33306,"Total"
"Week 51","2021","PETRO&CHEMICALS",1555.16321,"Total"
"Week 51","2021","RTMs TOTAL",7527.53359,"Total"
"Week 52","2021","AUTOMOTIVE",78.67753,"Total"
"Week 52","2021","COAL",587.99108,"Total"
"Week 52","2021","FOREST PRODUCTS",479.51994,"Total"
"Week 52","2021","GRAIN & FERTS",1635.88003,"Total"
"Week 52","2021","INTERMODAL",1150.54561,"Total"
"Week 52","2021","METALS&MINERALS",680.74195,"Total"
"Week 52","2021","PETRO&CHEMICALS",1312.11716,"Total"
"Week 52","2021","RTMs TOTAL",6237.87049,"Total"
"Week 1","2022","AUTOMOTIVE",80.90747,"Total"
"Week 1","2022","COAL",507.54077,"Total"
"Week 1","2022","FOREST PRODUCTS",562.55481,"Total"
"Week 1","2022","GRAIN & FERTS",1798.34021,"Total"
"Week 1","2022","INTERMODAL",1418.29682,"Total"
"Week 1","2022","METALS&MINERALS",687.91999,"Total"
"Week 1","2022","PETRO&CHEMICALS",1440.30202,"Total"
"Week 1","2022","RTMs TOTAL",6736.93725,"Total"
"Week 2","2022","AUTOMOTIVE",107.32535,"Total"
"Week 2","2022","COAL",694.7799,"Total"
"Week 2","2022","FOREST PRODUCTS",643.82429,"Total"
"Week 2","2022","GRAIN & FERTS",1901.51762,"Total"
"Week 2","2022","INTERMODAL",1658.85075,"Total"
"Week 2","2022","METALS&MINERALS",805.37945,"Total"
"Week 2","2022","PETRO&CHEMICALS",1647.82855,"Total"
"Week 2","2022","RTMs TOTAL",7701.7069,"Total"
"Week 3","2022","AUTOMOTIVE",110.13429,"Total"
"Week 3","2022","COAL",835.91691,"Total"
"Week 3","2022","FOREST PRODUCTS",669.81202,"Total"
"Week 3","2022","GRAIN & FERTS",2184.13846,"Total"
"Week 3","2022","INTERMODAL",1579.45002,"Total"
"Week 3","2022","METALS&MINERALS",816.56042,"Total"
"Week 3","2022","PETRO&CHEMICALS",1516.4259,"Total"
"Week 3","2022","RTMs TOTAL",7935.06908,"Total"
"Week 4","2022","AUTOMOTIVE",118.04994,"Total"
"Week 4","2022","COAL",954.56952,"Total"
"Week 4","2022","FOREST PRODUCTS",685.28598,"Total"
"Week 4","2022","GRAIN & FERTS",2083.25846,"Total"
"Week 4","2022","INTERMODAL",1688.93298,"Total"
"Week 4","2022","METALS&MINERALS",846.33608,"Total"
"Week 4","2022","PETRO&CHEMICALS",1693.42308,"Total"
"Week 4","2022","RTMs TOTAL",8437.75674,"Total"
"Week 5","2022","AUTOMOTIVE",108.72095,"Total"
"Week 5","2022","COAL",946.32243,"Total"
"Week 5","2022","FOREST PRODUCTS",558.9095,"Total"
"Week 5","2022","GRAIN & FERTS",1851.64944,"Total"
"Week 5","2022","INTERMODAL",1643.88358,"Total"
"Week 5","2022","METALS&MINERALS",816.63775,"Total"
"Week 5","2022","PETRO&CHEMICALS",1514.6372,"Total"
"Week 5","2022","RTMs TOTAL",7734.26634,"Total"
"Week 6","2022","AUTOMOTIVE",115.48853,"Total"
"Week 6","2022","COAL",933.40388,"Total"
"Week 6","2022","FOREST PRODUCTS",626.92989,"Total"
"Week 6","2022","GRAIN & FERTS",2195.74858,"Total"
"Week 6","2022","INTERMODAL",1678.72834,"Total"
"Week 6","2022","METALS&MINERALS",827.8281,"Total"
"Week 6","2022","PETRO&CHEMICALS",1650.01013,"Total"
"Week 6","2022","RTMs TOTAL",8402.99911,"Total"
"Week 7","2022","AUTOMOTIVE",108.59115,"Total"
"Week 7","2022","COAL",948.8617,"Total"
"Week 7","2022","FOREST PRODUCTS",638.9405,"Total"
"Week 7","2022","GRAIN & FERTS",2172.57923,"Total"
"Week 7","2022","INTERMODAL",1628.95896,"Total"
"Week 7","2022","METALS&MINERALS",821.29072,"Total"
"Week 7","2022","PETRO&CHEMICALS",1647.93457,"Total"
"Week 7","2022","RTMs TOTAL",8302.97053,"Total"
"Week 8","2022","AUTOMOTIVE",113.75043,"Total"
"Week 8","2022","COAL",964.37433,"Total"
"Week 8","2022","FOREST PRODUCTS",590.87148,"Total"
"Week 8","2022","GRAIN & FERTS",2201.69353,"Total"
"Week 8","2022","INTERMODAL",1606.32322,"Total"
"Week 8","2022","METALS&MINERALS",771.16693,"Total"
"Week 8","2022","PETRO&CHEMICALS",1599.42151,"Total"
"Week 8","2022","RTMs TOTAL",8115.79965,"Total"
"Week 9","2022","AUTOMOTIVE",137.32296,"Total"
"Week 9","2022","COAL",951.48266,"Total"
"Week 9","2022","FOREST PRODUCTS",622.81008,"Total"
"Week 9","2022","GRAIN & FERTS",2315.4036,"Total"
"Week 9","2022","INTERMODAL",1795.86418,"Total"
"Week 9","2022","METALS&MINERALS",783.69729,"Total"
"Week 9","2022","PETRO&CHEMICALS",1668.64693,"Total"
"Week 9","2022","RTMs TOTAL",8595.54513,"Total"
"Week 10","2022","AUTOMOTIVE",136.86254,"Total"
"Week 10","2022","COAL",914.70342,"Total"
"Week 10","2022","FOREST PRODUCTS",666.87441,"Total"
"Week 10","2022","GRAIN & FERTS",2077.7314,"Total"
"Week 10","2022","INTERMODAL",1748.99121,"Total"
"Week 10","2022","METALS&MINERALS",979.69048,"Total"
"Week 10","2022","PETRO&CHEMICALS",1622.81677,"Total"
"Week 10","2022","RTMs TOTAL",8425.66874,"Total"
"Week 11","2022","AUTOMOTIVE",130.3681,"Total"
"Week 11","2022","COAL",986.56217,"Total"
"Week 11","2022","FOREST PRODUCTS",648.00722,"Total"
"Week 11","2022","GRAIN & FERTS",2122.76682,"Total"
"Week 11","2022","INTERMODAL",1658.81813,"Total"
"Week 11","2022","METALS&MINERALS",958.54885,"Total"
"Week 11","2022","PETRO&CHEMICALS",1568.70855,"Total"
"Week 11","2022","RTMs TOTAL",8361.95289,"Total"
"Week 12","2022","AUTOMOTIVE",136.88057,"Total"
"Week 12","2022","COAL",840.06462,"Total"
"Week 12","2022","FOREST PRODUCTS",632.17213,"Total"
"Week 12","2022","GRAIN & FERTS",2176.66983,"Total"
"Week 12","2022","INTERMODAL",1686.24207,"Total"
"Week 12","2022","METALS&MINERALS",956.2346,"Total"
"Week 12","2022","PETRO&CHEMICALS",1658.94712,"Total"
"Week 12","2022","RTMs TOTAL",8199.8133,"Total"
"Week 13","2022","AUTOMOTIVE",138.44306,"Total"
"Week 13","2022","COAL",990.91267,"Total"
"Week 13","2022","FOREST PRODUCTS",654.43865,"Total"
"Week 13","2022","GRAIN & FERTS",2389.56975,"Total"
"Week 13","2022","INTERMODAL",1911.33385,"Total"
"Week 13","2022","METALS&MINERALS",919.03565,"Total"
"Week 13","2022","PETRO&CHEMICALS",1602.17034,"Total"
"Week 13","2022","RTMs TOTAL",8986.31255,"Total"
"Week 14","2022","AUTOMOTIVE",127.32063,"Total"
"Week 14","2022","COAL",1029.46017,"Total"
"Week 14","2022","FOREST PRODUCTS",664.37527,"Total"
"Week 14","2022","GRAIN & FERTS",2200.55643,"Total"
"Week 14","2022","INTERMODAL",1991.44265,"Total"
"Week 14","2022","METALS&MINERALS",959.04119,"Total"
"Week 14","2022","PETRO&CHEMICALS",1676.54607,"Total"
"Week 14","2022","RTMs TOTAL",8959.6584,"Total"
"Week 15","2022","AUTOMOTIVE",137.52534,"Total"
"Week 15","2022","COAL",958.10407,"Total"
"Week 15","2022","FOREST PRODUCTS",664.07485,"Total"
"Week 15","2022","GRAIN & FERTS",2153.57628,"Total"
"Week 15","2022","INTERMODAL",1802.84851,"Total"
"Week 15","2022","METALS&MINERALS",902.48282,"Total"
"Week 15","2022","PETRO&CHEMICALS",1667.6906,"Total"
"Week 15","2022","RTMs TOTAL",8603.15792,"Total"
"Week 16","2022","AUTOMOTIVE",153.55254,"Total"
"Week 16","2022","COAL",983.12397,"Total"
"Week 16","2022","FOREST PRODUCTS",738.77898,"Total"
"Week 16","2022","GRAIN & FERTS",2254.52798,"Total"
"Week 16","2022","INTERMODAL",1870.27966,"Total"
"Week 16","2022","METALS&MINERALS",941.94932,"Total"
"Week 16","2022","PETRO&CHEMICALS",1599.63358,"Total"
"Week 16","2022","RTMs TOTAL",8868.99872,"Total"
"Week 17","2022","AUTOMOTIVE",155.078,"Total"
"Week 17","2022","COAL",854.54727,"Total"
"Week 17","2022","FOREST PRODUCTS",719.07481,"Total"
"Week 17","2022","GRAIN & FERTS",1986.79208,"Total"
"Week 17","2022","INTERMODAL",1936.65291,"Total"
"Week 17","2022","METALS&MINERALS",1040.48476,"Total"
"Week 17","2022","PETRO&CHEMICALS",1661.20747,"Total"
"Week 17","2022","RTMs TOTAL",8840.96758,"Total"
"Week 18","2022","AUTOMOTIVE",134.4441,"Total"
"Week 18","2022","COAL",896.51927,"Total"
"Week 18","2022","FOREST PRODUCTS",720.54859,"Total"
"Week 18","2022","GRAIN & FERTS",1965.71687,"Total"
"Week 18","2022","INTERMODAL",1961.10058,"Total"
"Week 18","2022","METALS&MINERALS",885.14049,"Total"
"Week 18","2022","PETRO&CHEMICALS",1528.36279,"Total"
"Week 18","2022","RTMs TOTAL",8554.82277,"Total"
"Week 19","2022","AUTOMOTIVE",136.0663,"Total"
"Week 19","2022","COAL",913.6627,"Total"
"Week 19","2022","FOREST PRODUCTS",708.57092,"Total"
"Week 19","2022","GRAIN & FERTS",1795.35806,"Total"
"Week 19","2022","INTERMODAL",1954.22741,"Total"
"Week 19","2022","METALS&MINERALS",916.49546,"Total"
"Week 19","2022","PETRO&CHEMICALS",1561.28765,"Total"
"Week 19","2022","RTMs TOTAL",8407.36648,"Total"
"Week 20","2022","AUTOMOTIVE",135.73416,"Total"
"Week 20","2022","COAL",845.64979,"Total"
"Week 20","2022","FOREST PRODUCTS",731.06383,"Total"
"Week 20","2022","GRAIN & FERTS",1849.03112,"Total"
"Week 20","2022","INTERMODAL",2018.33479,"Total"
"Week 20","2022","METALS&MINERALS",932.20158,"Total"
"Week 20","2022","PETRO&CHEMICALS",1706.35559,"Total"
"Week 20","2022","RTMs TOTAL",8636.97377,"Total"
"Week 21","2022","AUTOMOTIVE",128.82235,"Total"
"Week 21","2022","COAL",913.6276,"Total"
"Week 21","2022","FOREST PRODUCTS",705.82482,"Total"
"Week 21","2022","GRAIN & FERTS",1952.20573,"Total"
"Week 21","2022","INTERMODAL",1854.96161,"Total"
"Week 21","2022","METALS&MINERALS",941.99688,"Total"
"Week 21","2022","PETRO&CHEMICALS",1761.89237,"Total"
"Week 21","2022","RTMs TOTAL",8755.61391,"Total"
"Week 22","2022","AUTOMOTIVE",123.02154,"Total"
"Week 22","2022","COAL",913.71954,"Total"
"Week 22","2022","FOREST PRODUCTS",695.14344,"Total"
"Week 22","2022","GRAIN & FERTS",1857.35129,"Total"
"Week 22","2022","INTERMODAL",1677.25206,"Total"
"Week 22","2022","METALS&MINERALS",1026.50947,"Total"
"Week 22","2022","PETRO&CHEMICALS",1599.69972,"Total"
"Week 22","2022","RTMs TOTAL",8340.51239,"Total"
"Week 23","2022","AUTOMOTIVE",121.31473,"Total"
"Week 23","2022","COAL",930.33199,"Total"
"Week 23","2022","FOREST PRODUCTS",697.88118,"Total"
"Week 23","2022","GRAIN & FERTS",2008.83528,"Total"
"Week 23","2022","INTERMODAL",1930.06718,"Total"
"Week 23","2022","METALS&MINERALS",988.90974,"Total"
"Week 23","2022","PETRO&CHEMICALS",1638.31683,"Total"
"Week 23","2022","RTMs TOTAL",8771.59681,"Total"
"Week 24","2022","AUTOMOTIVE",120.71487,"Total"
"Week 24","2022","COAL",903.15173,"Total"
"Week 24","2022","FOREST PRODUCTS",694.34607,"Total"
"Week 24","2022","GRAIN & FERTS",1865.48034,"Total"
"Week 24","2022","INTERMODAL",1747.25599,"Total"
"Week 24","2022","METALS&MINERALS",879.29082,"Total"
"Week 24","2022","PETRO&CHEMICALS",1709.21171,"Total"
"Week 24","2022","RTMs TOTAL",8331.32563,"Total"
"Week 25","2022","AUTOMOTIVE",124.17129,"Total"
"Week 25","2022","COAL",888.84162,"Total"
"Week 25","2022","FOREST PRODUCTS",687.30178,"Total"
"Week 25","2022","GRAIN & FERTS",1988.31201,"Total"
"Week 25","2022","INTERMODAL",1799.53007,"Total"
"Week 25","2022","METALS&MINERALS",1022.19776,"Total"
"Week 25","2022","PETRO&CHEMICALS",1699.35459,"Total"
"Week 25","2022","RTMs TOTAL",8534.30117,"Total"
"Week 26","2022","AUTOMOTIVE",123.65854,"Total"
"Week 26","2022","COAL",926.42065,"Total"
"Week 26","2022","FOREST PRODUCTS",636.48937,"Total"
"Week 26","2022","GRAIN & FERTS",1776.16136,"Total"
"Week 26","2022","INTERMODAL",1703.70746,"Total"
"Week 26","2022","METALS&MINERALS",1021.61517,"Total"
"Week 26","2022","PETRO&CHEMICALS",1719.84677,"Total"
"Week 26","2022","RTMs TOTAL",8518.32448,"Total"
"Week 27","2022","AUTOMOTIVE",111.50318,"Total"
"Week 27","2022","COAL",791.84129,"Total"
"Week 27","2022","FOREST PRODUCTS",705.07212,"Total"
"Week 27","2022","GRAIN & FERTS",1789.45738,"Total"
"Week 27","2022","INTERMODAL",1652.50422,"Total"
"Week 27","2022","METALS&MINERALS",957.52332,"Total"
"Week 27","2022","PETRO&CHEMICALS",1646.87296,"Total"
"Week 27","2022","RTMs TOTAL",8086.44227,"Total"
"Week 28","2022","AUTOMOTIVE",122.13388,"Total"
"Week 28","2022","COAL",869.05904,"Total"
"Week 28","2022","FOREST PRODUCTS",678.66781,"Total"
"Week 28","2022","GRAIN & FERTS",1662.72705,"Total"
"Week 28","2022","INTERMODAL",1777.56027,"Total"
"Week 28","2022","METALS&MINERALS",1030.22275,"Total"
"Week 28","2022","PETRO&CHEMICALS",1769.51871,"Total"
"Week 28","2022","RTMs TOTAL",8251.05411,"Total"
"Week 29","2022","AUTOMOTIVE",116.70624,"Total"
"Week 29","2022","COAL",841.73684,"Total"
"Week 29","2022","FOREST PRODUCTS",672.99427,"Total"
"Week 29","2022","GRAIN & FERTS",1823.80424,"Total"
"Week 29","2022","INTERMODAL",1829.27064,"Total"
"Week 29","2022","METALS&MINERALS",1003.796,"Total"
"Week 29","2022","PETRO&CHEMICALS",1691.83255,"Total"
"Week 29","2022","RTMs TOTAL",8421.56753,"Total"
"Week 30","2022","AUTOMOTIVE",126.85261,"Total"
"Week 30","2022","COAL",850.79426,"Total"
"Week 30","2022","FOREST PRODUCTS",716.6537,"Total"
"Week 30","2022","GRAIN & FERTS",1725.1801,"Total"
"Week 30","2022","INTERMODAL",1834.28111,"Total"
"Week 30","2022","METALS&MINERALS",1009.2038,"Total"
"Week 30","2022","PETRO&CHEMICALS",1663.35681,"Total"
"Week 30","2022","RTMs TOTAL",8350.57043,"Total"
"Week 31","2022","AUTOMOTIVE",129.17733,"Total"
"Week 31","2022","COAL",910.96522,"Total"
"Week 31","2022","FOREST PRODUCTS",661.72424,"Total"
"Week 31","2022","GRAIN & FERTS",1564.91445,"Total"
"Week 31","2022","INTERMODAL",1811.72604,"Total"
"Week 31","2022","METALS&MINERALS",938.984,"Total"
"Week 31","2022","PETRO&CHEMICALS",1617.41405,"Total"
"Week 31","2022","RTMs TOTAL",8062.42474,"Total"
"Week 32","2022","AUTOMOTIVE",125.12844,"Total"
"Week 32","2022","COAL",891.56976,"Total"
"Week 32","2022","FOREST PRODUCTS",694.87009,"Total"
"Week 32","2022","GRAIN & FERTS",1468.89952,"Total"
"Week 32","2022","INTERMODAL",1885.72052,"Total"
"Week 32","2022","METALS&MINERALS",925.03521,"Total"
"Week 32","2022","PETRO&CHEMICALS",1684.12368,"Total"
"Week 32","2022","RTMs TOTAL",8042.11783,"Total"
"Week 33","2022","AUTOMOTIVE",123.51344,"Total"
"Week 33","2022","COAL",1045.24409,"Total"
"Week 33","2022","FOREST PRODUCTS",715.2263,"Total"
"Week 33","2022","GRAIN & FERTS",1637.86723,"Total"
"Week 33","2022","INTERMODAL",1910.26451,"Total"
"Week 33","2022","METALS&MINERALS",1002.25495,"Total"
"Week 33","2022","PETRO&CHEMICALS",1577.1915,"Total"
"Week 33","2022","RTMs TOTAL",8411.36124,"Total"
"Week 34","2022","AUTOMOTIVE",124.88526,"Total"
"Week 34","2022","COAL",965.29716,"Total"
"Week 34","2022","FOREST PRODUCTS",710.04484,"Total"
"Week 34","2022","GRAIN & FERTS",1677.07769,"Total"
"Week 34","2022","INTERMODAL",1929.39246,"Total"
"Week 34","2022","METALS&MINERALS",981.66996,"Total"
"Week 34","2022","PETRO&CHEMICALS",1606.95778,"Total"
"Week 34","2022","RTMs TOTAL",8343.66146,"Total"
"Week 35","2022","AUTOMOTIVE",146.43831,"Total"
"Week 35","2022","COAL",930.03966,"Total"
"Week 35","2022","FOREST PRODUCTS",725.34165,"Total"
"Week 35","2022","GRAIN & FERTS",1649.3831,"Total"
"Week 35","2022","INTERMODAL",1933.56257,"Total"
"Week 35","2022","METALS&MINERALS",1032.52751,"Total"
"Week 35","2022","PETRO&CHEMICALS",1634.44636,"Total"
"Week 35","2022","RTMs TOTAL",8413.20348,"Total"
"Week 36","2022","AUTOMOTIVE",133.92954,"Total"
"Week 36","2022","COAL",925.02758,"Total"
"Week 36","2022","FOREST PRODUCTS",615.1273,"Total"
"Week 36","2022","GRAIN & FERTS",1994.06522,"Total"
"Week 36","2022","INTERMODAL",1677.9281,"Total"
"Week 36","2022","METALS&MINERALS",907.10402,"Total"
"Week 36","2022","PETRO&CHEMICALS",1555.83773,"Total"
"Week 36","2022","RTMs TOTAL",8170.53991,"Total"
"Week 37","2022","AUTOMOTIVE",122.82579,"Total"
"Week 37","2022","COAL",907.82194,"Total"
"Week 37","2022","FOREST PRODUCTS",690.95538,"Total"
"Week 37","2022","GRAIN & FERTS",2380.37124,"Total"
"Week 37","2022","INTERMODAL",1926.69139,"Total"
"Week 37","2022","METALS&MINERALS",1012.00555,"Total"
"Week 37","2022","PETRO&CHEMICALS",1600.96628,"Total"
"Week 37","2022","RTMs TOTAL",9014.54658,"Total"
"Week 38","2022","AUTOMOTIVE",120.30638,"Total"
"Week 38","2022","COAL",707.19213,"Total"
"Week 38","2022","FOREST PRODUCTS",706.23277,"Total"
"Week 38","2022","GRAIN & FERTS",2369.70151,"Total"
"Week 38","2022","INTERMODAL",1724.00667,"Total"
"Week 38","2022","METALS&MINERALS",955.94141,"Total"
"Week 38","2022","PETRO&CHEMICALS",1464.66656,"Total"
"Week 38","2022","RTMs TOTAL",8385.47017,"Total"
"Week 39","2022","AUTOMOTIVE",129.32244,"Total"
"Week 39","2022","COAL",722.78093,"Total"
"Week 39","2022","FOREST PRODUCTS",664.00934,"Total"
"Week 39","2022","GRAIN & FERTS",2664.53302,"Total"
"Week 39","2022","INTERMODAL",1839.66467,"Total"
"Week 39","2022","METALS&MINERALS",966.51267,"Total"
"Week 39","2022","PETRO&CHEMICALS",1504.14502,"Total"
"Week 39","2022","RTMs TOTAL",8947.31327,"Total"
"Week 40","2022","AUTOMOTIVE",133.58225,"Total"
"Week 40","2022","COAL",745.40399,"Total"
"Week 40","2022","FOREST PRODUCTS",676.75384,"Total"
"Week 40","2022","GRAIN & FERTS",2710.96461,"Total"
"Week 40","2022","INTERMODAL",1900.60012,"Total"
"Week 40","2022","METALS&MINERALS",857.23152,"Total"
"Week 40","2022","PETRO&CHEMICALS",1603.46145,"Total"
"Week 40","2022","RTMs TOTAL",8833.88903,"Total"
"Week 41","2022","AUTOMOTIVE",130.74817,"Total"
"Week 41","2022","COAL",724.78499,"Total"
"Week 41","2022","FOREST PRODUCTS",626.94797,"Total"
"Week 41","2022","GRAIN & FERTS",2936.28931,"Total"
"Week 41","2022","INTERMODAL",1880.40185,"Total"
"Week 41","2022","METALS&MINERALS",868.9722,"Total"
"Week 41","2022","PETRO&CHEMICALS",1524.87779,"Total"
"Week 41","2022","RTMs TOTAL",9066.61626,"Total"
"Week 42","2022","AUTOMOTIVE",130.64972,"Total"
"Week 42","2022","COAL",874.81545,"Total"
"Week 42","2022","FOREST PRODUCTS",664.22769,"Total"
"Week 42","2022","GRAIN & FERTS",3047.30134,"Total"
"Week 42","2022","INTERMODAL",1916.92056,"Total"
"Week 42","2022","METALS&MINERALS",1017.50158,"Total"
"Week 42","2022","PETRO&CHEMICALS",1510.47592,"Total"
"Week 42","2022","RTMs TOTAL",9444.01846,"Total"
"Week 43","2022","AUTOMOTIVE",136.67699,"Total"
"Week 43","2022","COAL",843.10704,"Total"
"Week 43","2022","FOREST PRODUCTS",643.37715,"Total"
"Week 43","2022","GRAIN & FERTS",2764.70425,"Total"
"Week 43","2022","INTERMODAL",1692.12015,"Total"
"Week 43","2022","METALS&MINERALS",1054.97315,"Total"
"Week 43","2022","PETRO&CHEMICALS",1615.08992,"Total"
"Week 43","2022","RTMs TOTAL",8960.48541,"Total"
"Week 44","2022","AUTOMOTIVE",129.26087,"Total"
"Week 44","2022","COAL",916.57617,"Total"
"Week 44","2022","FOREST PRODUCTS",661.97215,"Total"
"Week 44","2022","GRAIN & FERTS",2768.47615,"Total"
"Week 44","2022","INTERMODAL",1660.40536,"Total"
"Week 44","2022","METALS&MINERALS",1014.36979,"Total"
"Week 44","2022","PETRO&CHEMICALS",1547.61468,"Total"
"Week 44","2022","RTMs TOTAL",9034.95263,"Total"
"Week 45","2022","AUTOMOTIVE",121.57506,"Total"
"Week 45","2022","COAL",738.0847,"Total"
"Week 45","2022","FOREST PRODUCTS",637.39034,"Total"
"Week 45","2022","GRAIN & FERTS",2638.07939,"Total"
"Week 45","2022","INTERMODAL",1731.73629,"Total"
"Week 45","2022","METALS&MINERALS",851.75375,"Total"
"Week 45","2022","PETRO&CHEMICALS",1531.52777,"Total"
"Week 45","2022","RTMs TOTAL",8577.93702,"Total"
"Week 46","2022","AUTOMOTIVE",128.86076,"Total"
"Week 46","2022","COAL",776.78756,"Total"
"Week 46","2022","FOREST PRODUCTS",668.54013,"Total"
"Week 46","2022","GRAIN & FERTS",2900.15238,"Total"
"Week 46","2022","INTERMODAL",1751.80987,"Total"
"Week 46","2022","METALS&MINERALS",993.94417,"Total"
"Week 46","2022","PETRO&CHEMICALS",1546.27882,"Total"
"Week 46","2022","RTMs TOTAL",9107.08092,"Total"
"Week 47","2022","AUTOMOTIVE",130.16831,"Total"
"Week 47","2022","COAL",932.61591,"Total"
"Week 47","2022","FOREST PRODUCTS",660.93324,"Total"
"Week 47","2022","GRAIN & FERTS",2882.97319,"Total"
"Week 47","2022","INTERMODAL",1680.92125,"Total"
"Week 47","2022","METALS&MINERALS",842.52756,"Total"
"Week 47","2022","PETRO&CHEMICALS",1548.6181,"Total"
"Week 47","2022","RTMs TOTAL",8982.13967,"Total"
"Week 48","2022","AUTOMOTIVE",123.82441,"Total"
"Week 48","2022","COAL",748.73819,"Total"
"Week 48","2022","FOREST PRODUCTS",657.25362,"Total"
"Week 48","2022","GRAIN & FERTS",2962.98099,"Total"
"Week 48","2022","INTERMODAL",1700.26291,"Total"
"Week 48","2022","METALS&MINERALS",867.69118,"Total"
"Week 48","2022","PETRO&CHEMICALS",1600.70907,"Total"
"Week 48","2022","RTMs TOTAL",9023.00015,"Total"
"Week 49","2022","AUTOMOTIVE",128.59994,"Total"
"Week 49","2022","COAL",875.24129,"Total"
"Week 49","2022","FOREST PRODUCTS",659.6856,"Total"
"Week 49","2022","GRAIN & FERTS",2653.80856,"Total"
"Week 49","2022","INTERMODAL",1694.5851,"Total"
"Week 49","2022","METALS&MINERALS",989.21263,"Total"
"Week 49","2022","PETRO&CHEMICALS",1555.96135,"Total"
"Week 49","2022","RTMs TOTAL",8789.44438,"Total"
"Week 50","2022","AUTOMOTIVE",116.46271,"Total"
"Week 50","2022","COAL",887.05688,"Total"
"Week 50","2022","FOREST PRODUCTS",632.85892,"Total"
"Week 50","2022","GRAIN & FERTS",2798.25098,"Total"
"Week 50","2022","INTERMODAL",1680.54273,"Total"
"Week 50","2022","METALS&MINERALS",870.80437,"Total"
"Week 50","2022","PETRO&CHEMICALS",1604.35103,"Total"
"Week 50","2022","RTMs TOTAL",8983.00845,"Total"
"Week 51","2022","AUTOMOTIVE",99.68196,"Total"
"Week 51","2022","COAL",448.03503,"Total"
"Week 51","2022","FOREST PRODUCTS",521.11348,"Total"
"Week 51","2022","GRAIN & FERTS",2262.05426,"Total"
"Week 51","2022","INTERMODAL",1180.47397,"Total"
"Week 51","2022","METALS&MINERALS",702.41404,"Total"
"Week 51","2022","PETRO&CHEMICALS",1389.32184,"Total"
"Week 51","2022","RTMs TOTAL",6882.96122,"Total"
"Week 52","2022","AUTOMOTIVE",76.2427,"Total"
"Week 52","2022","COAL",590.6829,"Total"
"Week 52","2022","FOREST PRODUCTS",443.51429,"Total"
"Week 52","2022","GRAIN & FERTS",1817.0523,"Total"
"Week 52","2022","INTERMODAL",1229.15048,"Total"
"Week 52","2022","METALS&MINERALS",693.1058,"Total"
"Week 52","2022","PETRO&CHEMICALS",1494.44779,"Total"
"Week 52","2022","RTMs TOTAL",6554.17834,"Total"
"Week 1","2023","AUTOMOTIVE",92.02574,"Total"
"Week 1","2023","COAL",825.76006,"Total"
"Week 1","2023","FOREST PRODUCTS",584.33605,"Total"
"Week 1","2023","GRAIN & FERTS",2372.20602,"Total"
"Week 1","2023","INTERMODAL",1357.56643,"Total"
"Week 1","2023","METALS&MINERALS",751.67357,"Total"
"Week 1","2023","PETRO&CHEMICALS",1439.12868,"Total"
"Week 1","2023","RTMs TOTAL",7682.11478,"Total"
"Week 2","2023","AUTOMOTIVE",122.19425,"Total"
"Week 2","2023","COAL",978.96738,"Total"
"Week 2","2023","FOREST PRODUCTS",662.80885,"Total"
"Week 2","2023","GRAIN & FERTS",2823.16003,"Total"
"Week 2","2023","INTERMODAL",1710.88495,"Total"
