year,week_no,geo_zone,card_present,indexed_volume_current,yoy_vol_Growth,yoy_txn_Growth,ats_current,ATS_prior,ATS_YOY_Growth
2022,20,CANADA,CNP,1.6377860052831408,0.14450395849341646,0.08374578608448068,285.39402625928216,273.79397435701173,0.04236781298606892
2020,15,CANADA,CNP,1.2580498220684264,0.11273260002469804,0.23083729461467703,237.2646847237189,260.98351470218665,-0.09088248353745172
2021,31,CANADA,CNP,1.4833601726237755,0.12570129545233516,0.10235759888173748,270.13149986661165,260.3501386241776,0.03757002509821482
2022,22,CANADA,CNP,1.5370331813913258,0.14214239114667881,0.05863506031269347,279.4384236660131,260.5759636237933,0.07238756706452193
2020,9,CANADA,CNP,1.0311262718720133,-0.0637349247311154,-0.03833272856103115,247.1604308273503,245.43299697135896,0.0070383113815495665
2021,30,CANADA,CNP,1.2721717064332534,0.058787605798612766,0.10641266351181355,252.03696543485157,264.84508119970616,-0.0483607839980862
2022,24,CANADA,CNP,1.6504749283173223,0.14551477369816335,0.0955475613847298,287.60946675739837,278.85553543823175,0.03139235269405531
2022,21,CANADA,CNP,1.4407151851146613,0.11442417901724661,0.052024673800262704,269.4677839641085,256.94922544205565,0.04871996987154137
2021,47,CANADA,CNP,1.1164420345248187,0.1939295287910102,0.0747135481846169,254.14116711937498,224.78367767066055,0.13060329714743457
2019,27,CANADA,CNP,0.9482242952287305,0.02763385221136216,0.08937226989848039,248.6637828641185,258.69364788761135,-0.03877120719968466
2022,36,CANADA,CNP,1.5310068873526972,0.13552036617848548,0.05031847751494567,269.32676802559007,255.7471518808486,0.05309781964284843
2021,1,CANADA,CNP,1.2712153044322105,0.26760125535298324,0.25852692726840765,231.33664304999076,226.17612858136997,0.022816353348113053
2022,4,CANADA,CNP,1.2257562171263372,-0.02350520718841056,0.00403264576409032,247.64790914409045,270.9101147672636,-0.08586687744441554
2023,10,CANADA,CNP,1.3920433815328175,-0.011510725551743935,0.004449371103643783,245.76957131078885,262.10336158132617,-0.06231812584162232
2023,9,CANADA,CNP,1.685947748523106,0.03201894560564183,0.029472691667777922,265.134810466559,276.75137962512144,-0.04197474706105495
2023,8,CANADA,CNP,1.401555608233786,0.016914760794972564,0.01116905194888757,240.04079713294092,250.92847431302738,-0.043389564336585945
2023,21,CANADA,CNP,1.4510314706185143,0.027494711450901023,0.07048426917767354,247.82104932656748,269.4678171787803,-0.08033155157022381
2023,15,CANADA,CNP,1.5533847967106638,0.02038207777124823,0.08029376620714952,252.4159991134232,273.25470843946744,-0.07626111712787016
2023,43,CANADA,CNP,1.5666500617374315,0.00944165041124194,0.058486644495982155,226.15650436805475,236.95612347322034,-0.04557645080814344
2024,14,CANADA,CNP,1.5345007479771153,5.1062646685623095E-05,0.05993584135484272,232.918009770313,252.44029757920867,-0.07733427664325314
2024,16,CANADA,CNP,1.3508087438335818,0.0052402230065536305,0.09861836711932395,217.3597747788516,241.82604998363476,-0.10117303411455829
2024,5,CANADA,CNP,1.4288525797449687,-0.017630565079682893,0.05746399641110364,225.1354877088922,246.99015508117813,-0.08848396149677688
2024,7,CANADA,CNP,1.4208893140811318,0.01981265434196738,0.048691526148457856,227.9408367398072,240.04079713294092,-0.05040793289164279
2024,8,CANADA,CNP,1.478902639715736,-0.1178919512201882,-0.060424896751414964,244.280233641186,265.134852197695,-0.07865664730097044
2024,6,CANADA,CNP,1.4873264726520523,-0.008499245269865568,0.05170406928359912,233.10249791462817,252.37642566620775,-0.07636976274904222
2023,2,CANADA,CNP,1.3353110553980576,0.06221126619887373,0.053714707253954365,240.42125339352498,248.60677606086853,-0.032925581502812364
2023,3,CANADA,CNP,1.4061917057968436,0.06633863015308192,0.043137890607645994,248.59673376751599,250.74520386200135,-0.00856833973848521
2023,5,CANADA,CNP,1.6727940733892994,0.06604466572137122,0.03766296549950262,251.32310985242796,252.7319770322236,-0.00557455054298888
2023,4,CANADA,CNP,1.3088886179870687,0.05852837350694816,0.049248197583204055,241.283491359329,247.6479500174657,-0.02569962181268949
2023,23,CANADA,CNP,1.4484345180110982,-0.02834491053255746,0.022029116761949376,242.82548859004038,265.6040166997864,-0.08576123355654193
2023,24,CANADA,CNP,1.548246100584648,-0.05985227341160913,0.01884243287305633,257.2557946327756,287.6095049017721,-0.10553792469189528
2023,25,CANADA,CNP,1.4880911772637515,0.06242327518393987,0.1871388752393378,249.23554701789067,278.15574250122273,-0.10397123289016741
2023,26,CANADA,CNP,1.4560995504297456,-0.08221249609144221,0.009607547709350904,258.9107937072577,282.7012225630357,-0.08415396523611875
2023,42,CANADA,CNP,1.4994169615551598,-0.05296766575493814,0.013049099388836577,239.1446973446974,256.5378041581128,-0.06779939069991986
2023,40,CANADA,CNP,1.7412722100061282,0.030486524685406836,0.09689490628944092,263.8583947083273,278.9026967183722,-0.05394104175778632
2023,37,CANADA,CNP,1.3800796393987869,-0.04697815148543078,0.04491963801105462,236.34369342734556,259.5938527216731,-0.08956359732930773
2023,38,CANADA,CNP,1.5022465552499566,-0.0010442500254769604,0.06565967193344423,244.43856757516295,262.5821950824158,-0.06909694505965333
2023,36,CANADA,CNP,1.5253326020688185,0.00617380642846875,0.1317208330006641,238.70197422084672,269.3268097288094,-0.11370882660660273
2023,39,CANADA,CNP,1.5020421469982022,-0.002099146928228152,0.11243173458361995,241.70723072974965,269.1694528188535,-0.10202577521894891
2024,10,CANADA,CNP,1.479790669876622,-0.04113676379691699,0.04856163704682163,232.77943357696074,258.23508243117976,-0.09857548639233792
2024,9,CANADA,CNP,1.6018559859796149,0.17099595239642607,0.16502751668932614,243.01548112925434,245.7695713107887,-0.011205985211455133
2024,12,CANADA,CNP,1.5671045468925535,-0.10374480517883719,0.00635222399703948,244.27126538799482,280.8533178861739,-0.13025323244714274
2024,11,CANADA,CNP,1.5685024368827765,0.036870488341235165,0.13805372030434637,234.73552659433142,263.12157434865463,-0.10788187104988092
2023,48,CANADA,CNP,1.0637230262183626,0.007846859313832683,0.07303298046902622,216.58305446352026,234.47423088303168,-0.07630338034219421
2023,47,CANADA,CNP,1.5114115126663856,0.10402713017639996,0.12628384209217627,245.74167923427575,251.14409946646464,-0.021511236949886114
2023,45,CANADA,CNP,1.5032207750930238,-0.0038721822419662644,0.043536172534263104,235.89629302346484,249.87632618005887,-0.05594780974376954
2023,46,CANADA,CNP,1.6136014605860398,0.0022191318522815436,0.08235762937367332,235.81296089099123,257.5944288967775,-0.08455721693621909
2024,4,CANADA,CNP,1.6276554191912804,-0.0206477167381096,0.04410696846058769,230.94869340785067,251.25013206846575,-0.08080170343983313
2024,2,CANADA,CNP,1.357577915382988,-0.02378886990148559,0.057034266510274184,222.45280061270464,248.59671196987944,-0.10516595794856072
2024,3,CANADA,CNP,1.2508392418879943,-0.04151377447569643,0.08788523414789211,207.8388312334109,241.28308956660857,-0.13861003849573572
2024,1,CANADA,CNP,1.2926956421912317,-0.0286234863644304,0.04672840098798188,219.90001654555036,240.42119726395308,-0.08535512239327621
2023,12,CANADA,CNP,1.5325184403082024,0.04550988971707422,0.015419297959809493,263.12477269590676,266.3953865668123,-0.012277291709349011
2023,22,CANADA,CNP,1.6433165110344536,0.07399735281795088,0.08847014447303937,268.5096105301263,279.4384147217929,-0.03910988473988907
2023,7,CANADA,CNP,1.5125553402923773,0.07521214065695421,0.06155677065322925,252.3765969095638,260.12748753793636,-0.029796507480748986
2023,20,CANADA,CNP,1.6176017674075547,-0.009137404976976122,0.023305712203640187,267.50260786290045,285.3940579276693,-0.06269033838575318
2023,17,CANADA,CNP,1.3717536387302043,0.01876786526077886,0.01699891031367983,241.72117286256605,248.07852745734613,-0.025626379920660972
2023,18,CANADA,CNP,1.767254530329917,0.02918134842527211,0.0494723531492743,267.739805178873,281.56424673609195,-0.049098710924673994
2023,19,CANADA,CNP,1.5289229143498733,0.010906995080871758,0.03941227464897841,254.1721918115041,269.0412944176688,-0.055266990289904686
2023,13,CANADA,CNP,1.7826224558050052,0.008123820224499437,0.02715516644984808,281.2337589101924,297.2704593871106,-0.053946498787607065
2023,11,CANADA,CNP,1.557273166403474,0.12789883151695144,0.0981912183458211,258.2351234304092,262.421861817121,-0.015954228651991992
2023,6,CANADA,CNP,1.45804158534781,0.04504551878471092,0.043396169437935575,246.99011387539244,257.8287351361422,-0.04203806552061238
2023,16,CANADA,CNP,1.5902173131733663,0.05314042811340751,0.07431475580970207,256.4213712144293,268.2235214567087,-0.04400117550534895
2023,14,CANADA,CNP,1.7731154788633072,0.060629700368581764,0.027083584386864486,270.4380722645789,267.8270160042812,0.00974903988123441
2023,50,CANADA,CNP,1.403927589735614,-0.025315973750313508,0.07227280603484912,235.1353911643287,261.78178805427456,-0.10178858158162374
2023,49,CANADA,CNP,1.282674537984285,-0.0021476800213718447,0.034019570422859274,223.64575079302992,237.21395237888822,-0.05719815993026665
2023,52,CANADA,CNP,1.3232805159863879,-0.010865284602766399,0.06756100177916852,222.0688528044801,243.03721167513848,-0.08627633079779673
2023,53,CANADA,CNP,1.594243508150922,-0.0046802957465073534,0.08162415468606123,239.4321934557626,265.0914653730023,-0.09679403250925223
2023,51,CANADA,CNP,1.4371292781048126,-0.00982991649953874,0.05647753042232284,230.28646443515754,250.49631423657328,-0.08067923020347993
2023,28,CANADA,CNP,1.39704413032148,-0.016955770412374435,0.09733751666871898,245.10051373628255,274.7984864470507,-0.1080718205356291
2023,29,CANADA,CNP,1.5459017676091107,0.03105599892170568,0.08278118514582478,254.8963492444029,267.30234869569944,-0.04641186099498023
2023,27,CANADA,CNP,1.6203601940024908,0.14441260909872078,0.13591408193084584,254.90969109980847,249.66519928624143,0.021006098681595677
2023,31,CANADA,CNP,1.7219017829438734,0.0017098266169435835,0.09189853184126956,259.81654898662157,282.8109904241832,-0.08130674625859727
2023,30,CANADA,CNP,1.4253366888723533,0.0007852593906947868,0.06278407074655858,245.20590772823374,260.72710963931917,-0.059530449029857
2023,32,CANADA,CNP,1.3901816053253249,0.028539377985602018,0.08505532348343163,242.82493778139678,257.8436593392206,-0.05824739532596032
2023,33,CANADA,CNP,1.6085841851313456,-0.016621098280357315,0.08262601466823273,248.54133194951936,273.7517459878969,-0.0920922493020087
2023,34,CANADA,CNP,1.4774349963760685,0.04343555450602914,0.11941665010672114,239.26739484154274,258.53842221771583,-0.07453834989348282
2023,35,CANADA,CNP,1.6618213782680302,0.02114692981936671,0.0842117292617476,259.68239230906414,274.9190044526099,-0.05542218579571576
